week_start_date,query,page_rank,rank_bucket,product_name,brand,maker,price,category1,category2,category3,category_for_group,link,source_file,category_group,sheets_per_unit,units,total_sheets,has_sheets,is_unrealistic_sheets,is_valid_sheets,unit_price,log_unit_price,z_log,robust_z,p50,p85,segment,price_band,rank_bucket_4,q1,q3,iqr,lower_bound,upper_bound,is_outlier_iqr
2025-12-22,,29,Top50,라운드랩 소나무 진정 시카 패드 50매,라운드랩,이미인,16490,화장품/미용,스킨케어,토너패드/앰플패드,스킨케어,https://search.shopping.naver.com/catalog/51929181272,캄프 가격비교.csv,스킨케어,50.0,1,50.0,True,False,True,329.8,5.7984864101254985,1.2438706372190569,1.4632085230400516,204.44444444444446,313.65,Luxury,P80-100,21-50,5.208182321017594,5.56634470545392,0.3581623844363264,4.670938744363104,6.10358828210841,False
2025-12-22,,32,Top50,듀이트리 AC 컨트롤 딥 그린 카밍 패드 60매,듀이트리,제닉,15105,화장품/미용,스킨케어,토너패드/앰플패드,스킨케어,https://search.shopping.naver.com/catalog/51929271771,캄프 가격비교.csv,스킨케어,60.0,1,60.0,True,False,True,251.75,5.528436531598672,0.4120122368331647,0.6368859926296143,204.44444444444446,313.65,Premium,P60-80,21-50,5.208182321017594,5.56634470545392,0.3581623844363264,4.670938744363104,6.10358828210841,False
2025-12-22,,15,Top20,듀이트리 AC 딥 흔적 진정 패드 80매,듀이트리,씨앤에프,15900,화장품/미용,스킨케어,토너패드/앰플패드,스킨케어,https://search.shopping.naver.com/catalog/58034508834,캄프 가격비교.csv,스킨케어,80.0,1,80.0,True,False,True,198.75,5.292047753534441,-0.31615691422295134,-0.08643732199747226,204.44444444444446,313.65,Mass,P40-60,11-20,5.208182321017594,5.56634470545392,0.3581623844363264,4.670938744363104,6.10358828210841,False
2025-12-22,,30,Top50,듀이트리 픽앤퀵 화장발 뜯어쓰는 더블 패드 100매,듀이트리,씨앤에프,14630,화장품/미용,스킨케어,토너패드/앰플패드,스킨케어,https://search.shopping.naver.com/catalog/51929204206,캄프 가격비교.csv,스킨케어,100.0,1,100.0,True,False,True,146.3,4.9856593080260785,-1.2599521996260807,-1.0239518173274167,204.44444444444446,313.65,Mass,P0-20,21-50,5.208182321017594,5.56634470545392,0.3581623844363264,4.670938744363104,6.10358828210841,False
2025-12-22,,21,Top50,더씨앤랩 보령머드 저자극 피부진정 쿨링 토너패드 앰플패드,Unknown,,14800,화장품/미용,스킨케어,토너패드/앰플패드,스킨케어,https://smartstore.naver.com/main/products/12569146715,캄프 가격비교.csv,스킨케어,,1,,False,False,False,,,,,204.44444444444446,313.65,,,21-50,5.208182321017594,5.56634470545392,0.3581623844363264,4.670938744363104,6.10358828210841,False
2025-12-22,,89,Top100,더마토리 시카 흔적 진정 거즈 패드 베베더오리 콜라보 70매,더마토리,이미인,15900,화장품/미용,스킨케어,토너패드/앰플패드,스킨케어,https://search.shopping.naver.com/catalog/57991803756,캄프 가격비교.csv,스킨케어,70.0,1,70.0,True,False,True,227.14285714285714,5.425579146158964,0.0951715828528267,0.32215385695306414,204.44444444444446,313.65,Premium,P40-60,51-100,5.208182321017594,5.56634470545392,0.3581623844363264,4.670938744363104,6.10358828210841,False
2025-12-22,,77,Top100,더랩바이블랑두 그린 플라 진정 패드 90매,더랩바이블랑두,씨앤에프,18400,화장품/미용,스킨케어,토너패드/앰플패드,스킨케어,https://smartstore.naver.com/main/products/5534167977,캄프 가격비교.csv,스킨케어,90.0,1,90.0,True,False,True,204.44444444444446,5.320296273266812,-0.22914051352679365,0.0,204.44444444444446,313.65,Mass,P40-60,51-100,5.208182321017594,5.56634470545392,0.3581623844363264,4.670938744363104,6.10358828210841,False
2025-12-22,,33,Top50,달바 데일리 마일드 시카 카밍 패드 50매,달바,블리스팩,7940,화장품/미용,스킨케어,토너패드/앰플패드,스킨케어,https://search.shopping.naver.com/catalog/51929242435,캄프 가격비교.csv,스킨케어,50.0,1,50.0,True,False,True,158.8,5.067645548813036,-1.0074027688070784,-0.7730830581356296,204.44444444444446,313.65,Mass,P0-20,21-50,5.208182321017594,5.56634470545392,0.3581623844363264,4.670938744363104,6.10358828210841,False
2025-12-22,,5,Top10,달달 아데노신 진정 수분 토너 패드 팩 병풀 마데카 피부 트러블 100매,달달,다비드화장품,18900,화장품/미용,스킨케어,토너패드/앰플패드,스킨케어,https://smartstore.naver.com/main/products/12238144945,캄프 가격비교.csv,스킨케어,100.0,1,100.0,True,False,True,189.0,5.241747015059643,-0.4711027045122754,-0.240351975559815,204.44444444444446,313.65,Mass,P20-40,1-10,5.208182321017594,5.56634470545392,0.3581623844363264,4.670938744363104,6.10358828210841,False
2025-12-22,,14,Top20,넘버즈인 1번 시카 갈아만든 초록패드 70매,넘버즈인,씨앤에프,14260,화장품/미용,스킨케어,토너패드/앰플패드,스킨케어,https://search.shopping.naver.com/catalog/51929360106,캄프 가격비교.csv,스킨케어,70.0,1,70.0,True,False,True,203.71428571428572,5.316718451918928,-0.24016159140897278,-0.010947734565435805,204.44444444444446,313.65,Mass,P40-60,11-20,5.208182321017594,5.56634470545392,0.3581623844363264,4.670938744363104,6.10358828210841,False
2025-12-22,,4,Top10,나엑스나 속깊은 토너 패드 60매,결고은사람들,결고은사람들,24300,화장품/미용,스킨케어,토너패드/앰플패드,스킨케어,https://search.shopping.naver.com/catalog/58076276940,캄프 가격비교.csv,스킨케어,60.0,1,60.0,True,False,True,405.0,6.003887067106539,1.8765843525021613,2.091711640873074,204.44444444444446,313.65,Luxury,P80-100,1-10,5.208182321017594,5.56634470545392,0.3581623844363264,4.670938744363104,6.10358828210841,False
2025-12-22,,46,Top50,김정문알로에 큐어 피토 그린 릴렉싱 토너 패드 60매,김정문알로에,나우코스,15260,화장품/미용,스킨케어,토너패드/앰플패드,스킨케어,https://search.shopping.naver.com/catalog/51929231167,캄프 가격비교.csv,스킨케어,60.0,1,60.0,True,False,True,254.33333333333334,5.538645742616348,0.4434605677588987,0.6681250404960329,204.44444444444446,313.65,Premium,P60-80,21-50,5.208182321017594,5.56634470545392,0.3581623844363264,4.670938744363104,6.10358828210841,False
